"gene","HR","95% CI","p.value"
"ENSG00000265746",1.7e+27,"(340000-8.4e+48)",0.0139
"ENSG00000270066",209,"(1.8-25000)",0.0285
"ENSG00000281160",261,"(1.1-59000)",0.0444
"ENSG00000230683",21.9,"(1.4-350)",0.0292
"ENSG00000169059",1.58,"(1.2-2.1)",0.00238
"ENSG00000260765",3380,"(8.9-1300000)",0.0073
"ENSG00000238750",45.2,"(1.4-1500)",0.033
"ENSG00000253541",37.8,"(1.1-1300)",0.0461
"ENSG00000160882",1.27e+09,"(120-1.3e+16)",0.011
"ENSG00000231934",42.1,"(2.1-850)",0.0148
"ENSG00000234722",6.18,"(1.3-30)",0.025
"ENSG00000271395",201,"(4.4-9300)",0.00667
"ENSG00000231902",74.8,"(4.6-1200)",0.0025
"ENSG00000228481",11600000,"(330-4.1e+11)",0.00232
"ENSG00000272575",1020000,"(170-6.1e+09)",0.00183
"ENSG00000253001",1.89e+12,"(2000-1.8e+21)",0.00741
"ENSG00000250339",721000,"(4.6-1.1e+11)",0.0272
"ENSG00000225678",16.7,"(1.5-180)",0.0211
"ENSG00000256684",1200,"(11-130000)",0.00326
"ENSG00000256292",47800,"(8.6-2.7e+08)",0.0143
"ENSG00000253634",458,"(7.5-28000)",0.0035
"ENSG00000233590",24.2,"(1.4-400)",0.0266
"ENSG00000242121",628,"(2.4-170000)",0.0237
"ENSG00000197938",1.99e+52,"(9.1e+21-4.4e+82)",0.000729
"ENSG00000219294",13400,"(2.2-8.2e+07)",0.0326
"ENSG00000100526",2.64,"(1.2-5.7)",0.0135
"ENSG00000227354",0.109,"(0.017-0.69)",0.0182
"ENSG00000274354",2570,"(1.7-3900000)",0.0355
"ENSG00000204548",1230,"(9.9-150000)",0.00386
"ENSG00000187026",1510,"(49-46000)",2.86e-05
"ENSG00000099256",1.42,"(1-1.9)",0.0269
"ENSG00000212567",16.8,"(3.3-84)",0.000607
"ENSG00000223003",17.1,"(1.9-150)",0.0114
"ENSG00000249065",1.13e+10,"(28-4.5e+18)",0.022
"ENSG00000257476",31600000,"(480-2.1e+12)",0.00228
"ENSG00000248736",1340,"(2.1-860000)",0.0288
"ENSG00000225919",161000,"(26-9.8e+08)",0.00704
"ENSG00000242737",0.00558,"(0.00014-0.23)",0.00622
"ENSG00000220586",3460,"(16-770000)",0.00312
"ENSG00000228771",1790000,"(470-6.8e+09)",0.000624
"ENSG00000236108",780,"(14-44000)",0.0012
"ENSG00000173237",5.72,"(1.5-22)",0.0124
"ENSG00000181126",10.7,"(1.2-96)",0.0347
"ENSG00000218617",11.4,"(1.7-74)",0.0111
"ENSG00000183246",829000,"(3.8-1.8e+11)",0.0298
"ENSG00000267450",4.71e+13,"(290000-7.8e+21)",0.00111
"ENSG00000224494",169000,"(3-9.6e+09)",0.0312
"ENSG00000227494",1.37e+11,"(1100-1.7e+19)",0.00705
"ENSG00000228961",487,"(1.7-140000)",0.0327
"ENSG00000224973",75.6,"(3.6-1600)",0.00518
"ENSG00000161509",40.6,"(5-330)",0.000498
"ENSG00000227083",0.00253,"(1.7e-05-0.37)",0.019
"ENSG00000231292",0.731,"(0.54-0.99)",0.0459
"ENSG00000223360",8.59e+10,"(11000-6.5e+17)",0.00184
"ENSG00000237159",7.94,"(1.6-40)",0.0122
"ENSG00000253834",13700000,"(29-6.6e+12)",0.0138
"ENSG00000278142",289,"(3.2-26000)",0.0135
"ENSG00000141696",1.35,"(1-1.8)",0.0373
"ENSG00000248529",5900000,"(1.8-2e+13)",0.0419
"ENSG00000221900",17.9,"(3.1-100)",0.00132
"ENSG00000253949",20.2,"(1.2-350)",0.0385
"ENSG00000233861",33800,"(16-7.2e+07)",0.00762
"ENSG00000198668",5.55,"(1.4-22)",0.0152
"ENSG00000266950",87.4,"(3.1-2400)",0.00839
"ENSG00000235330",0.275,"(0.084-0.9)",0.0322
"ENSG00000279655",29.4,"(3.1-270)",0.00303
"ENSG00000264439",1110,"(1-1200000)",0.0496
"ENSG00000231046",45,"(1.1-1900)",0.0457
"ENSG00000255650",29.2,"(1.1-810)",0.0466
"ENSG00000224127",1.94,"(1.1-3.3)",0.0149
"ENSG00000279134",1.94e+22,"(28-1.3e+43)",0.036
"ENSG00000254534",1.36e+42,"(8.6-2.1e+83)",0.045
"ENSG00000200086",1120,"(45-28000)",1.98e-05
"ENSG00000118137",1.14,"(1-1.3)",0.0215
"ENSG00000202151",14.1,"(1.1-180)",0.0413
"ENSG00000236581",3380,"(21-530000)",0.00165
"ENSG00000280445",2330,"(2.6-2100000)",0.0251
"ENSG00000206531",3200,"(1.7-6100000)",0.0363
"ENSG00000267013",69.3,"(5.6-850)",0.000922
"ENSG00000238120",2.16,"(1-4.5)",0.0415
"ENSG00000263946",4.57,"(1.3-16)",0.0194
"ENSG00000224944",15300,"(20-1.2e+07)",0.00441
"ENSG00000254213",51.2,"(2-1300)",0.0167
"ENSG00000260971",111,"(2.1-5900)",0.0198
"ENSG00000239605",5980,"(2.7-1.3e+07)",0.0267
"ENSG00000232077",24.2,"(1.1-530)",0.0428
"ENSG00000266354",121,"(1.8-7900)",0.0247
"ENSG00000250708",8.96,"(1.6-49)",0.0117
"ENSG00000251154",132,"(4.8-3600)",0.00379
"ENSG00000250389",4.18e+17,"(350-5e+32)",0.022
"ENSG00000233909",54200,"(2.7-1.1e+09)",0.0311
"ENSG00000236398",1.75e+27,"(1.4e+08-2.1e+46)",0.00516
"ENSG00000247810",1330,"(9.6-190000)",0.00427
"ENSG00000224637",194,"(5.9-6400)",0.0031
"ENSG00000203690",1090,"(2.3-520000)",0.0261
"ENSG00000276347",54.5,"(2.3-1300)",0.0135
"ENSG00000214222",0.0269,"(0.00095-0.76)",0.0339
"ENSG00000169194",20.5,"(2.6-160)",0.00401
"ENSG00000237862",3.1,"(1.1-9.1)",0.0391
"ENSG00000232998",31,"(2.3-430)",0.0101
"ENSG00000182333",50,"(4-630)",0.00246
"ENSG00000223581",1.54e+10,"(2000-1.2e+17)",0.0037
"ENSG00000275480",1.5e+14,"(9e+05-2.5e+22)",0.000729
"ENSG00000144655",2.79,"(1.1-7.3)",0.0357
"ENSG00000232724",28100,"(4.8-1.7e+08)",0.0207
"ENSG00000230173",2.55e+42,"(60000-1.1e+80)",0.0272
"ENSG00000156374",2.11,"(1.1-4.2)",0.0339
"ENSG00000249196",3.29,"(1.7-6.4)",0.000406
"ENSG00000220483",129,"(5.8-2900)",0.00212
"ENSG00000258220",158,"(2-13000)",0.0235
"ENSG00000249865",21600,"(19-2.4e+07)",0.00527
"ENSG00000205301",1780,"(11-280000)",0.00369
"ENSG00000182591",803,"(14-45000)",0.00112
"ENSG00000257611",1.39e+10,"(1.4-1.4e+20)",0.0467
"ENSG00000231609",1.73,"(1.1-2.8)",0.0247
"ENSG00000199203",78.3,"(3.7-1700)",0.00516
"ENSG00000234160",0.576,"(0.33-0.99)",0.0467
"ENSG00000225965",22.6,"(1.7-290)",0.0171
"ENSG00000201368",458000,"(63-3.3e+09)",0.00407
"ENSG00000215131",5.41,"(1.9-16)",0.00167
"ENSG00000228944",2.47,"(1-6)",0.0463
"ENSG00000257069",7.75,"(2.1-29)",0.0024
"ENSG00000235424",393,"(1.4-110000)",0.0382
"ENSG00000232563",950,"(14-63000)",0.00137
"ENSG00000257762",4.21e+10,"(820-2.2e+18)",0.00693
"ENSG00000199473",5290,"(1.1-2.5e+07)",0.0467
"ENSG00000248525",4390000,"(1000-1.8e+10)",0.000328
"ENSG00000177710",0.0587,"(0.0039-0.88)",0.0401
"ENSG00000232242",9.22e+25,"(9400000-9.1e+44)",0.00738
"ENSG00000204279",409,"(6.2-27000)",0.00488
"ENSG00000254119",310,"(2.9-33000)",0.0158
"ENSG00000234382",1200,"(34-42000)",9.61e-05
"ENSG00000151033",5.05,"(1.8-14)",0.0016
"ENSG00000261515",5.99e+35,"(1.1e+14-3.2e+57)",0.00125
"ENSG00000232238",19.4,"(1.1-330)",0.0398
"ENSG00000104755",4,"(1.2-14)",0.0276
"ENSG00000238158",44.4,"(1.1-1700)",0.0419
"ENSG00000243926",3.91,"(1.1-13)",0.03
"ENSG00000253551",7410,"(12-4500000)",0.00639
"ENSG00000233747",0.00033,"(2.3e-06-0.047)",0.0015
"ENSG00000196862",25600000,"(1200-5.4e+11)",0.000783
"ENSG00000260995",1.1e+09,"(290-4.2e+15)",0.00712
"ENSG00000279919",1.53e+08,"(1.3-1.8e+16)",0.0467
"ENSG00000185085",2.74,"(1-7.4)",0.0482
"ENSG00000276170",1.56,"(1.1-2.3)",0.0174
"ENSG00000222706",4.2e+07,"(1.4-1.2e+15)",0.0454
"ENSG00000253138",32300,"(40-2.6e+07)",0.00234
"ENSG00000251907",17.9,"(1.4-220)",0.0253
"ENSG00000236485",35200000,"(3.9-3.2e+14)",0.0334
"ENSG00000260551",1740000,"(73-4.2e+10)",0.0052
"ENSG00000261222",31700,"(1.4-7.4e+08)",0.0434
"ENSG00000212170",215,"(2-24000)",0.0251
"ENSG00000204915",24300,"(14-4.3e+07)",0.00812
"ENSG00000266312",41.6,"(1.8-980)",0.0207
"ENSG00000270030",15.3,"(1.8-130)",0.0117
"ENSG00000214324",1.91,"(1.1-3.2)",0.0159
"ENSG00000261595",536000,"(150-1.9e+09)",0.00161
"ENSG00000276950",444,"(7.1-28000)",0.00381
"ENSG00000261748",1.04e+18,"(1.1e+07-9.8e+28)",0.00129
"ENSG00000224025",6.57e+24,"(3.5-1.2e+49)",0.0451
"ENSG00000183169",1.74e+09,"(8-3.8e+17)",0.0299
"ENSG00000246095",5.39,"(2.5-12)",2.34e-05
"ENSG00000230451",44.3,"(2.4-830)",0.0112
"ENSG00000116017",1.61,"(1-2.6)",0.0431
"ENSG00000258595",2.3e+10,"(1.3-4.2e+20)",0.0479
"ENSG00000270666",25.6,"(2.5-260)",0.00611
"ENSG00000251844",8.25,"(1.5-47)",0.0172
"ENSG00000230131",887,"(7.1-110000)",0.00582
"ENSG00000255471",2.01,"(1-3.9)",0.0421
"ENSG00000220132",4.39e+21,"(69-2.8e+41)",0.0322
"ENSG00000250980",24700,"(6.5-9.4e+07)",0.0161
"ENSG00000233570",350,"(5.2-24000)",0.00635
"ENSG00000160181",1.34,"(1-1.7)",0.0333
"ENSG00000237940",0.167,"(0.037-0.75)",0.0198
"ENSG00000226367",9.18e+08,"(1100-7.7e+14)",0.00302
"ENSG00000108813",2.31,"(1.1-4.7)",0.0214
"ENSG00000224192",735000,"(1.4-3.9e+11)",0.0448
"ENSG00000155087",2.09,"(1.2-3.6)",0.00816
"ENSG00000271362",701,"(6.4-77000)",0.00624
"ENSG00000249787",1040,"(8.4-130000)",0.00471
"ENSG00000177096",2.32,"(1.3-4)",0.00318
"ENSG00000205442",553,"(3.1-99000)",0.0171
"ENSG00000270415",187000,"(2.1-1.7e+10)",0.0368
"ENSG00000235190",20600,"(2.2-1.9e+08)",0.033
"ENSG00000214305",1420,"(3.8-520000)",0.0162
"ENSG00000200118",401,"(5.1-32000)",0.00723
"ENSG00000224257",3.66e+19,"(6.3e+09-2.1e+29)",8.57e-05
"ENSG00000243516",2.67e+13,"(9500-7.5e+22)",0.00535
"ENSG00000185122",0.382,"(0.16-0.93)",0.0343
"ENSG00000221044",2.35,"(1.1-5.2)",0.0347
"ENSG00000141316",3.57,"(1.5-8.3)",0.00323
"ENSG00000198326",82400000,"(68-1e+14)",0.0108
"ENSG00000205208",2.49,"(1.1-5.5)",0.0229
"ENSG00000207649",16.1,"(1-250)",0.047
"ENSG00000265843",5.24,"(1.7-17)",0.00483
"ENSG00000254562",1.99e+10,"(2300-1.7e+17)",0.00362
"ENSG00000225849",2.21,"(1-4.9)",0.0489
"ENSG00000228358",543,"(2.6-110000)",0.0205
"ENSG00000248890",1.61,"(1.1-2.3)",0.0131
"ENSG00000267227",28200000,"(220-3.6e+12)",0.00425
"ENSG00000272396",13700,"(12-1.6e+07)",0.00832
"ENSG00000256940",2.32,"(1.1-4.8)",0.0216
"ENSG00000273264",6.49,"(1.5-28)",0.0122
"ENSG00000263382",1.2e+08,"(1800-8.2e+12)",0.00104
"ENSG00000258708",2.16,"(1.1-4.2)",0.0234
"ENSG00000248376",2.22e+13,"(11000-4.3e+22)",0.00487
"ENSG00000254329",3.67e-05,"(2.8e-09-0.48)",0.0349
"ENSG00000270190",9110,"(1.4-5.7e+07)",0.041
"ENSG00000205116",2.97,"(1.2-7.7)",0.0242
"ENSG00000230115",18100,"(8.3-3.9e+07)",0.0124
"ENSG00000120563",8.49,"(2.1-34)",0.00234
"ENSG00000253657",190000,"(51-7.1e+08)",0.00379
"ENSG00000238007",40.5,"(3.7-450)",0.00254
"ENSG00000225427",510,"(1.1-240000)",0.0464
"ENSG00000225437",725000,"(23-2.3e+10)",0.0108
"ENSG00000257009",8690,"(36-2100000)",0.00123
"ENSG00000137674",2.07e+08,"(420-1e+14)",0.00419
"ENSG00000260342",21.3,"(1.1-420)",0.0438
"ENSG00000270326",34.5,"(2.1-560)",0.0128
"ENSG00000198400",2.93,"(1.2-7.1)",0.0182
"ENSG00000261382",3.06e+58,"(1.3e+10-7.1e+106)",0.0178
"ENSG00000227006",10.3,"(1.3-85)",0.0302
"ENSG00000204670",0.0874,"(0.0088-0.87)",0.0373
"ENSG00000204930",21.4,"(1.4-320)",0.0261
"ENSG00000259245",16.1,"(2-130)",0.00978
"ENSG00000260212",228000,"(4-1.3e+10)",0.0271
"ENSG00000267407",34600000,"(350-3.4e+12)",0.00311
"ENSG00000253470",188,"(4.8-7400)",0.00514
"ENSG00000199570",22.8,"(3.2-160)",0.00171
"ENSG00000253351",460000,"(170-1.2e+09)",0.00122
"ENSG00000253638",5.56e+13,"(280000-1.1e+22)",0.00118
"ENSG00000230434",550,"(8-38000)",0.00345
"ENSG00000249261",13600,"(18-1e+07)",0.00493
"ENSG00000214405",6.03e+14,"(27000-1.4e+25)",0.00516
"ENSG00000230140",35800,"(50-2.6e+07)",0.00176
"ENSG00000249679",3.74,"(1.3-11)",0.0171
"ENSG00000236980",40,"(1.1-1400)",0.0436
"ENSG00000229280",67500,"(3.8-1.2e+09)",0.026
"ENSG00000223469",172,"(6.5-4600)",0.00211
"ENSG00000100097",1.58,"(1.1-2.3)",0.0189
"ENSG00000253512",1350,"(4.8-380000)",0.0122
"ENSG00000233973",1.46e+12,"(7400-2.9e+20)",0.00406
"ENSG00000252923",828,"(1.8-380000)",0.0317
"ENSG00000264488",2860,"(12-670000)",0.00423
"ENSG00000106003",1.7,"(1-2.9)",0.0482
"ENSG00000264250",6.42,"(1.5-28)",0.0139
"ENSG00000204363",598,"(8.7-41000)",0.00303
"ENSG00000262001",0.536,"(0.32-0.9)",0.0185
"ENSG00000261997",0.00462,"(2.9e-05-0.74)",0.0378
"ENSG00000206356",3.68e+27,"(4.1e+10-3.3e+44)",0.00144
"ENSG00000249343",490,"(1-230000)",0.0485
"ENSG00000229165",7.98e+15,"(51-1.2e+30)",0.0281
"ENSG00000164161",1.52,"(1-2.3)",0.0481
"ENSG00000237630",85300000,"(120-6.2e+13)",0.00803
"ENSG00000281247",9210,"(2.5-3.5e+07)",0.0297
"ENSG00000231585",134,"(1.6-11000)",0.0291
"ENSG00000228777",1840,"(14-240000)",0.00241
"ENSG00000237675",16.3,"(2.3-120)",0.00543
"ENSG00000278900",59300,"(10-3.4e+08)",0.0128
"ENSG00000252884",808,"(7.4-88000)",0.00516
"ENSG00000234519",3.65e+11,"(660-2e+20)",0.00952
"ENSG00000200708",2.52e+13,"(180000-3.5e+21)",0.00125
"ENSG00000232715",31.1,"(1.4-700)",0.0302
"ENSG00000260616",17400,"(7.6-4e+07)",0.0134
"ENSG00000222122",7480,"(3.6-1.5e+07)",0.022
"ENSG00000279045",1.1e+24,"(4600000-2.6e+41)",0.0067
"ENSG00000248307",83000,"(83-8.3e+07)",0.00132
"ENSG00000249747",9.67e+08,"(2500-3.8e+14)",0.00163
"ENSG00000253235",115,"(3-4500)",0.0109
"ENSG00000232241",110,"(2.2-5400)",0.0184
"ENSG00000264841",55100,"(13-2.3e+08)",0.0102
"ENSG00000256927",434000,"(12-1.6e+10)",0.0154
"ENSG00000234445",1670,"(5.1-550000)",0.0121
"ENSG00000106328",8.27,"(2.2-31)",0.00185
"ENSG00000249680",540000,"(24-1.2e+10)",0.00983
"ENSG00000249892",5.93e+11,"(48-7.3e+21)",0.0222
"ENSG00000237282",17.9,"(2.8-110)",0.00231
"ENSG00000253798",3.63,"(1.4-9.7)",0.0104
"ENSG00000234889",3440000,"(15-7.9e+11)",0.0169
"ENSG00000267389",51.7,"(2.4-1100)",0.0115
"ENSG00000238283",3340,"(2-5700000)",0.0326
"ENSG00000253281",1.48e+15,"(230000-9.4e+24)",0.00243
"ENSG00000188523",1.86,"(1-3.4)",0.0457
"ENSG00000225261",1470,"(19-120000)",0.00107
"ENSG00000253295",21.7,"(1.6-290)",0.0194
"ENSG00000254086",452000,"(49-4.2e+09)",0.00518
"ENSG00000166171",2.18,"(1-4.6)",0.0428
"ENSG00000225612",394,"(2.6-60000)",0.0196
"ENSG00000226074",12.8,"(1.5-110)",0.0217
"ENSG00000170801",1.25,"(1-1.5)",0.0355
"ENSG00000260220",9.07,"(2.1-39)",0.00299
"ENSG00000149435",6.01,"(1.6-23)",0.00866
"ENSG00000173621",2,"(1.1-3.5)",0.0171
"ENSG00000256450",64600000,"(92-4.5e+13)",0.00885
"ENSG00000233153",13.8,"(1.1-170)",0.0396
"ENSG00000264404",388,"(9.1-17000)",0.00188
"ENSG00000200788",13.4,"(2.6-69)",0.00202
"ENSG00000178257",5.41,"(1.8-16)",0.00276
"ENSG00000185069",10.7,"(1.3-89)",0.0284
"ENSG00000236335",88600,"(52-1.5e+08)",0.00272
"ENSG00000232101",18.7,"(1.1-330)",0.0456
"ENSG00000163645",12.5,"(2.6-60)",0.0016
"ENSG00000233620",10100,"(27-3800000)",0.00232
"ENSG00000175664",2.26,"(1.1-4.5)",0.0202
"ENSG00000163012",599,"(3.3-110000)",0.0158
"ENSG00000267269",13300,"(16-1.1e+07)",0.00578
"ENSG00000256721",10300,"(24-4500000)",0.00289
"ENSG00000206900",1170000,"(27-5e+10)",0.0102
"ENSG00000258753",4430,"(7-2800000)",0.0108
"ENSG00000258223",34.3,"(2.9-410)",0.00523
"ENSG00000228679",286,"(5.7-14000)",0.00455
"ENSG00000165506",2.52,"(1.1-5.9)",0.0322
"ENSG00000261395",0.0112,"(0.00032-0.39)",0.0131
"ENSG00000242550",83.7,"(3-2300)",0.00908
"ENSG00000132622",1.75,"(1.1-2.7)",0.0131
"ENSG00000221739",21.4,"(1.1-420)",0.0441
"ENSG00000181541",1.28,"(1-1.6)",0.0193
"ENSG00000223492",6.85e+17,"(2300000-2e+29)",0.00232
"ENSG00000266774",3420000,"(66-1.8e+11)",0.00661
"ENSG00000256732",328,"(5.5-20000)",0.00552
"ENSG00000244411",12500,"(2.3-6.8e+07)",0.0315
"ENSG00000255517",4.34,"(1.2-15)",0.0232
"ENSG00000120329",12.1,"(1.4-110)",0.0254
"ENSG00000223999",193000,"(400-9.4e+07)",0.000115
"ENSG00000230725",2e+07,"(10000-3.9e+10)",1.35e-05
"ENSG00000215096",950000,"(610-1.5e+09)",0.000244
"ENSG00000263893",18,"(1.1-300)",0.0437
"ENSG00000249910",1820,"(1.4-2300000)",0.0393
"ENSG00000221110",587,"(12-28000)",0.00125
"ENSG00000249873",1490,"(3.2-710000)",0.0201
"ENSG00000251688",405000,"(42-3.9e+09)",0.00582
"ENSG00000235478",30.6,"(4.3-220)",0.000664
"ENSG00000228055",31,"(2.7-350)",0.00569
"ENSG00000250243",1240,"(17-90000)",0.00112
"ENSG00000226355",13.2,"(3.2-55)",0.000401
"ENSG00000184650",15.8,"(2.7-92)",0.00223
"ENSG00000227927",1.5e+09,"(160-1.4e+16)",0.00981
"ENSG00000255194",108,"(1.4-8400)",0.0351
"ENSG00000154342",2.55,"(1.1-5.7)",0.0233
"ENSG00000234402",18.8,"(2.7-130)",0.00304
"ENSG00000215910",75.6,"(5.4-1100)",0.00135
"ENSG00000204052",2.16,"(1-4.4)",0.037
"ENSG00000264574",10.5,"(1.3-84)",0.0266
"ENSG00000179580",3.15,"(1.4-7.1)",0.00557
"ENSG00000231256",20,"(2.5-160)",0.00465
"ENSG00000189149",0.00139,"(8.7e-06-0.22)",0.011
"ENSG00000145248",1.9,"(1.1-3.2)",0.0138
"ENSG00000267574",2190,"(11-430000)",0.00431
"ENSG00000281854",104,"(1.8-6000)",0.0243
"ENSG00000248473",105,"(6.1-1800)",0.0013
"ENSG00000278486",3.18e-10,"(6.2e-19-0.16)",0.0326
"ENSG00000238037",371,"(1.1-130000)",0.0475
"ENSG00000121314",3.64e+11,"(12-1.1e+22)",0.0308
"ENSG00000259213",1080,"(4.8-240000)",0.0114
"ENSG00000206741",41.5,"(1.2-1400)",0.0378
"ENSG00000253371",129000,"(170-9.8e+07)",0.000514
"ENSG00000180083",13700,"(15-1.3e+07)",0.00634
"ENSG00000230789",96.6,"(4.5-2100)",0.00348
"ENSG00000196136",14.4,"(2.1-100)",0.00718
"ENSG00000225298",52.3,"(1.3-2100)",0.0358
"ENSG00000257519",8.33e+08,"(2100-3.3e+14)",0.00179
"ENSG00000231970",15.5,"(1.3-180)",0.03
"ENSG00000242775",123000,"(14-1.1e+09)",0.0113
"ENSG00000252702",1130,"(6.6-190000)",0.00741
"ENSG00000230549",2.89e-21,"(6.7e-41-0.12)",0.0403
"ENSG00000271766",514,"(2.2-120000)",0.0252
"ENSG00000222084",297,"(4.6-19000)",0.00752
"ENSG00000253725",4.59e+19,"(2.2-9.7e+38)",0.0461
"ENSG00000261403",4010,"(8-2e+06)",0.00897
"ENSG00000248585",3600000,"(12-1.1e+12)",0.0188
"ENSG00000263974",7.9e-05,"(6.4e-09-0.97)",0.0493
"ENSG00000261754",2.33,"(1-5.2)",0.039
"ENSG00000273320",0.0704,"(0.005-0.98)",0.0485
"ENSG00000279662",17.6,"(1.1-280)",0.0436
"ENSG00000258245",0.0898,"(0.012-0.68)",0.02
"ENSG00000248288",9220,"(2.1-4.1e+07)",0.033
"ENSG00000244568",4.95e+12,"(97000-2.5e+20)",0.00125
"ENSG00000199585",68200,"(20-2.4e+08)",0.00741
"ENSG00000207156",7.67,"(1.1-53)",0.0387
"ENSG00000226548",9770,"(11-8900000)",0.00822
"ENSG00000178404",5.98,"(1.5-25)",0.0131
"ENSG00000224910",11.1,"(2.6-47)",0.00122
"ENSG00000242280",4.08e+61,"(1.9e+29-8.8e+93)",0.000188
"ENSG00000235779",13500000,"(180-9.9e+11)",0.00408
"ENSG00000257470",1510,"(13-170000)",0.00253
"ENSG00000242042",241000,"(7.9-7.3e+09)",0.0186
"ENSG00000272767",3.2,"(1.2-8.4)",0.0176
"ENSG00000241560",8.68,"(1.2-62)",0.0307
"ENSG00000185888",18.8,"(3.9-90)",0.000247
"ENSG00000199638",1530,"(67-35000)",4.33e-06
"ENSG00000272329",1370,"(11-170000)",0.00323
"ENSG00000267633",3870,"(4.7-3200000)",0.0159
"ENSG00000227907",13.9,"(2.2-89)",0.00542
"ENSG00000237267",1.34e+31,"(4300000-4.1e+55)",0.0127
"ENSG00000250719",10.1,"(1.4-74)",0.023
"ENSG00000254095",2.17e+19,"(1.7e+08-2.9e+30)",0.000652
"ENSG00000253643",56.4,"(2.8-1100)",0.00838
"ENSG00000277211",3.93e+42,"(2.5e+21-6.1e+63)",8.16e-05
"ENSG00000148156",3.19,"(1.5-6.7)",0.00225
"ENSG00000225572",7590,"(12-4800000)",0.00656
"ENSG00000223779",822000,"(6.7-1e+11)",0.0227
"ENSG00000147183",1100,"(10-120000)",0.0032
"ENSG00000234855",18.4,"(2.2-160)",0.00784
"ENSG00000201581",51.9,"(1-2700)",0.0494
"ENSG00000232392",2.27e+16,"(11000-4.8e+28)",0.00931
"ENSG00000203795",17.4,"(2.6-110)",0.00293
"ENSG00000144671",495,"(15-17000)",0.000562
"ENSG00000237187",2.36,"(1.2-4.6)",0.0123
"ENSG00000226426",3880000,"(13-1.2e+12)",0.0183
"ENSG00000229578",2.52e+08,"(120-5.1e+14)",0.00907
"ENSG00000211904",0.775,"(0.61-0.98)",0.0318
"ENSG00000225831",50900,"(10-2.5e+08)",0.0125
"ENSG00000279603",5.96e+11,"(230000-1.6e+18)",0.000325
"ENSG00000264116",349000,"(75-1.6e+09)",0.00306
"ENSG00000223113",0.171,"(0.045-0.65)",0.00993
"ENSG00000260019",3.45,"(1.5-8.1)",0.00474
"ENSG00000124490",1.77,"(1.1-2.9)",0.02
"ENSG00000232240",281000,"(14-5.8e+09)",0.0133
"ENSG00000237937",36,"(2.3-570)",0.0111
"ENSG00000184647",171,"(6.3-4700)",0.00231
"ENSG00000267544",3.1,"(1.2-7.7)",0.0152
"ENSG00000227930",1.17e+08,"(180-7.7e+13)",0.00658
"ENSG00000228829",30.7,"(1.6-610)",0.0244
"ENSG00000131238",0.422,"(0.18-0.97)",0.0416
"ENSG00000277433",205,"(1.5-27000)",0.033
"ENSG00000128713",2.03,"(1.1-3.8)",0.0291
"ENSG00000251152",5.21,"(1.8-15)",0.00274
"ENSG00000233858",7.15,"(1.1-47)",0.0412
"ENSG00000157884",18,"(3.1-100)",0.00128
"ENSG00000267448",253,"(1.7-38000)",0.03
"ENSG00000251470",603000,"(240-1.5e+09)",0.000845
"ENSG00000240739",3.34,"(1.3-8.4)",0.0107
"ENSG00000228372",9090,"(19-4300000)",0.00371
"ENSG00000114638",1.33,"(1-1.7)",0.036
"ENSG00000270244",12.8,"(2.7-60)",0.00118
"ENSG00000253354",3.36e+11,"(5300-2.1e+19)",0.00379
"ENSG00000107872",2.46,"(1.1-5.7)",0.0357
"ENSG00000259103",73600,"(5.6-9.6e+08)",0.0205
"ENSG00000231188",823,"(9.9-68000)",0.00289
"ENSG00000178084",181,"(1.7-19000)",0.0287
"ENSG00000117153",0.447,"(0.21-0.96)",0.0397
"ENSG00000214360",51.1,"(4.3-610)",0.0019
"ENSG00000154162",2.78,"(1-7.5)",0.0447
"ENSG00000274625",314000,"(66-1.5e+09)",0.00341
"ENSG00000269800",0.00707,"(0.00017-0.29)",0.00886
"ENSG00000258970",12600,"(21-7600000)",0.00386
"ENSG00000269761",2.7,"(1.1-6.4)",0.0248
"ENSG00000112053",6.04,"(1.2-29)",0.0262
"ENSG00000228510",11.9,"(1.3-110)",0.0259
"ENSG00000180764",8.7,"(1-73)",0.0456
"ENSG00000123171",3.05,"(1.5-6.3)",0.00239
"ENSG00000175877",4.17,"(1.7-10)",0.00212
"ENSG00000234973",1420,"(2-1e+06)",0.0303
"ENSG00000253357",4.99,"(1-24)",0.0435
"ENSG00000244318",53700,"(1-2.8e+09)",0.0493
"ENSG00000251041",134,"(1.9-9500)",0.0243
"ENSG00000202508",52.6,"(1.6-1700)",0.0252
"ENSG00000226996",1.4e+07,"(25-8e+12)",0.0149
"ENSG00000221826",2.67,"(1-7)",0.0462
"ENSG00000130377",3.24,"(1.3-7.8)",0.00895
"ENSG00000172900",6.25e+19,"(2.7e+08-1.5e+31)",0.000642
"ENSG00000206820",308,"(1.4-65000)",0.0361
"ENSG00000239383",5.37e+10,"(21-1.3e+20)",0.0253
"ENSG00000261771",5.14e+32,"(1300000-2e+59)",0.0159
"ENSG00000241317",112,"(1.9-6500)",0.0228
"ENSG00000236754",5.21,"(1-26)",0.0444
"ENSG00000241884",2640000,"(430-1.6e+10)",0.000901
"ENSG00000256699",3850000,"(66-2.2e+11)",0.00674
"ENSG00000269826",4.87e+14,"(2.8-8.6e+28)",0.0433
"ENSG00000130635",1.24,"(1-1.5)",0.0401
"ENSG00000198336",1.31,"(1-1.7)",0.0324
"ENSG00000198870",4.82,"(1-23)",0.0477
